,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,name,Ticker
12,2020-12-15,43.18687038616522,-175.23859478105476,208.88567510963108,43.18687038616522,43.18687038616522,-23.260223782533668,-23.260223782533668,-23.260223782533668,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.4694209936704075,1.4694209936704075,1.4694209936704075,0.0,0.0,0.0,19.92664660363155,Dogecoin,Dg
13,2020-12-16,45.72918857031293,-158.6416509261005,209.4967966889688,45.72918857031293,45.72918857031293,-23.19831269691153,-23.19831269691153,-23.19831269691153,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320792925442,1.5313320792925442,1.5313320792925442,0.0,0.0,0.0,22.5308758734014,Dogecoin,Dg
14,2020-12-17,48.271506754460646,-170.57368193748982,207.9844762084645,48.271506754460646,48.271506754460646,-28.633662878354592,-28.633662878354592,-28.633662878354592,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.904018102150518,-3.904018102150518,-3.904018102150518,0.0,0.0,0.0,19.637843876106054,Dogecoin,Dg
15,2020-12-18,50.81382493591311,-172.7931372207119,226.04469462921008,50.81382493591311,50.81382493591311,-26.042636245844374,-26.042636245844374,-26.042636245844374,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.3129914696402976,-1.3129914696402976,-1.3129914696402976,0.0,0.0,0.0,24.771188690068737,Dogecoin,Dg
16,2020-12-19,53.356143117365576,-153.35871831411453,219.5405808238898,53.356143117365576,53.356143117365576,-24.528408571242814,-24.528408571242814,-24.528408571242814,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.2012362049612631,0.2012362049612631,0.2012362049612631,0.0,0.0,0.0,28.827734546122763,Dogecoin,Dg
17,2020-12-20,55.898461298818034,-164.78810882106384,241.8563502420468,55.898461298818034,55.898461298818034,-25.035403371241806,-25.035403371241806,-25.035403371241806,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.30575859503772884,-0.30575859503772884,-0.30575859503772884,0.0,0.0,0.0,30.86305792757623,Dogecoin,Dg
18,2020-12-21,58.4407794802705,-158.140470166034,230.54598533737794,58.4407794802705,58.4407794802705,-22.40886588732328,-22.40886588732328,-22.40886588732328,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.3207788888807954,2.3207788888807954,2.3207788888807954,0.0,0.0,0.0,36.03191359294722,Dogecoin,Dg
19,2020-12-22,60.983097661722965,-156.72722677629747,217.71016938723955,60.983097661722965,60.983097661722965,-23.26022378253223,-23.26022378253223,-23.26022378253223,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.469420993671847,1.469420993671847,1.469420993671847,0.0,0.0,0.0,37.722873879190736,Dogecoin,Dg
20,2020-12-23,63.52541584317543,-148.9537080200703,230.02131002071758,63.52541584317543,63.52541584317543,-23.19831269691496,-23.19831269691496,-23.19831269691496,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320792891172,1.5313320792891172,1.5313320792891172,0.0,0.0,0.0,40.32710314626047,Dogecoin,Dg
21,2020-12-24,66.0677340246279,-153.05050162667962,228.2479191315567,66.0677340246279,66.0677340246279,-28.633662878360028,-28.633662878360028,-28.633662878360028,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.9040181021559515,-3.9040181021559515,-3.9040181021559515,0.0,0.0,0.0,37.43407114626787,Dogecoin,Dg
22,2020-12-25,68.61005220608035,-155.79929201421712,229.46433877857416,68.61005220608035,68.61005220608035,-26.042636245835975,-26.042636245835975,-26.042636245835975,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.3129914696319014,-1.3129914696319014,-1.3129914696319014,0.0,0.0,0.0,42.567415960244375,Dogecoin,Dg
23,2020-12-26,71.15237038753284,-143.1515130527757,235.43282045693135,71.15237038753284,71.15237038753284,-24.528408571243656,-24.528408571243656,-24.528408571243656,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.20123620496042005,0.20123620496042005,0.20123620496042005,0.0,0.0,0.0,46.62396181628918,Dogecoin,Dg
24,2020-12-27,73.6946885689853,-152.68451871052915,242.2763549764064,73.6946885689853,73.6946885689853,-25.035403371235322,-25.035403371235322,-25.035403371235322,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.30575859503124664,-0.30575859503124664,-0.30575859503124664,0.0,0.0,0.0,48.65928519774998,Dogecoin,Dg
25,2020-12-28,76.23700675043774,-136.83904776714607,245.01687468732447,76.23700675043774,76.23700675043774,-22.408865887320463,-22.408865887320463,-22.408865887320463,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.3207788888836127,2.3207788888836127,2.3207788888836127,0.0,0.0,0.0,53.828140863117284,Dogecoin,Dg
26,2020-12-29,78.77932493189023,-115.9395900261868,247.74561911666342,78.77932493189023,78.77932493189023,-23.260223782534926,-23.260223782534926,-23.260223782534926,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.4694209936691522,1.4694209936691522,1.4694209936691522,0.0,0.0,0.0,55.51910114935531,Dogecoin,Dg
27,2020-12-30,81.32164311334269,-130.22898307451072,242.98812938738146,81.32164311334269,81.32164311334269,-23.1983126969163,-23.1983126969163,-23.1983126969163,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320792877771,1.5313320792877771,1.5313320792877771,0.0,0.0,0.0,58.123330416426384,Dogecoin,Dg
28,2020-12-31,83.86396129479515,-143.33242310904527,259.4942054839391,83.86396129479515,83.86396129479515,-28.633662878348673,-28.633662878348673,-28.633662878348673,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.9040181021445965,-3.9040181021445965,-3.9040181021445965,0.0,0.0,0.0,55.23029841644647,Dogecoin,Dg
29,2021-01-01,86.40627947624762,-131.3552922448669,253.95790691594289,86.40627947624762,86.40627947624762,-26.04263624582758,-26.04263624582758,-26.04263624582758,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.3129914696235045,-1.3129914696235045,-1.3129914696235045,0.0,0.0,0.0,60.36364323042004,Dogecoin,Dg
30,2021-01-02,88.94859764920409,-131.43312360762744,255.33841133692678,88.94859764920409,88.94859764920409,-24.528408571240874,-24.528408571240874,-24.528408571240874,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.2012362049632034,0.2012362049632034,0.2012362049632034,0.0,0.0,0.0,64.42018907796322,Dogecoin,Dg
31,2021-01-03,91.49091582216055,-111.77859007779824,255.3672454710435,91.49091582216055,91.49091582216055,-25.035403371237248,-25.035403371237248,-25.035403371237248,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.3057585950331701,-0.3057585950331701,-0.3057585950331701,0.0,0.0,0.0,66.4555124509233,Dogecoin,Dg
32,2021-01-04,94.03323399511702,-116.34570679299587,267.300687388292,94.03323399511702,94.03323399511702,-22.408865887317646,-22.408865887317646,-22.408865887317646,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.3207788888864305,2.3207788888864305,2.3207788888864305,0.0,0.0,0.0,71.62436810779937,Dogecoin,Dg
33,2021-01-05,96.57555216807347,-118.53193698975723,251.73017523921894,96.57555216807347,96.57555216807347,-23.260223782533483,-23.260223782533483,-23.260223782533483,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.4694209936705922,1.4694209936705922,1.4694209936705922,0.0,0.0,0.0,73.31532838553998,Dogecoin,Dg
34,2021-01-06,99.1178703410299,-104.3513667828425,270.88709578393747,99.1178703410299,99.1178703410299,-23.198312696905557,-23.198312696905557,-23.198312696905557,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320792985208,1.5313320792985208,1.5313320792985208,0.0,0.0,0.0,75.91955764412434,Dogecoin,Dg
35,2021-01-07,101.6601885139864,-121.52415740628359,271.4312850076833,101.6601885139864,101.6601885139864,-28.633662878354105,-28.633662878354105,-28.633662878354105,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.9040181021500295,-3.9040181021500295,-3.9040181021500295,0.0,0.0,0.0,73.0265256356323,Dogecoin,Dg
36,2021-01-08,104.20250668694285,-104.43085342518647,267.40887361199145,104.20250668694285,104.20250668694285,-26.0426362458276,-26.0426362458276,-26.0426362458276,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.312991469623522,-1.312991469623522,-1.312991469623522,0.0,0.0,0.0,78.15987044111526,Dogecoin,Dg
37,2021-01-09,106.74482485989931,-117.9221027847457,272.6011272663775,106.74482485989931,106.74482485989931,-24.52840857123809,-24.52840857123809,-24.52840857123809,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.20123620496598674,0.20123620496598674,0.20123620496598674,0.0,0.0,0.0,82.21641628866122,Dogecoin,Dg
38,2021-01-10,109.28714303285574,-94.24170776455685,270.1797981275094,109.28714303285574,109.28714303285574,-25.03540337123071,-25.03540337123071,-25.03540337123071,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.3057585950266333,-0.3057585950266333,-0.3057585950266333,0.0,0.0,0.0,84.25173966162502,Dogecoin,Dg
39,2021-01-11,111.8294612058122,-95.99612291987182,280.82859133061606,111.8294612058122,111.8294612058122,-22.408865887323056,-22.408865887323056,-22.408865887323056,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.320778888881017,2.320778888881017,2.320778888881017,0.0,0.0,0.0,89.42059531848913,Dogecoin,Dg
40,2021-01-12,114.3717793787687,-89.40062154512933,288.90695735213853,114.3717793787687,114.3717793787687,-23.260223782532044,-23.260223782532044,-23.260223782532044,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.469420993672032,1.469420993672032,1.469420993672032,0.0,0.0,0.0,91.11155559623666,Dogecoin,Dg
41,2021-01-13,116.91409755172515,-79.46265660704354,281.1224784705119,116.91409755172515,116.91409755172515,-23.198312696906896,-23.198312696906896,-23.198312696906896,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320792971805,1.5313320792971805,1.5313320792971805,0.0,0.0,0.0,93.71578485481825,Dogecoin,Dg
42,2021-01-14,119.45641572468158,-93.67398979895206,287.04208281498995,119.45641572468158,119.45641572468158,-28.63366287835371,-28.63366287835371,-28.63366287835371,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.9040181021496347,-3.9040181021496347,-3.9040181021496347,0.0,0.0,0.0,90.82275284632786,Dogecoin,Dg
43,2021-01-15,121.99873389763806,-101.79220797366969,285.13784654997846,121.99873389763806,121.99873389763806,-26.04263624582762,-26.04263624582762,-26.04263624582762,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.3129914696235396,-1.3129914696235396,-1.3129914696235396,0.0,0.0,0.0,95.95609765181044,Dogecoin,Dg
44,2021-01-16,124.54105207659258,-86.31209708642157,294.7407841869035,124.54105207659258,124.54105207659258,-24.52840857124464,-24.52840857124464,-24.52840857124464,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.20123620495943548,0.20123620495943548,0.20123620495943548,0.0,0.0,0.0,100.01264350534794,Dogecoin,Dg
45,2021-01-17,127.0833702555471,-86.34628283611936,280.69453871124523,127.0833702555471,127.0833702555471,-25.03540337124104,-25.03540337124104,-25.03540337124104,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.305758595036962,-0.305758595036962,-0.305758595036962,0.0,0.0,0.0,102.04796688430605,Dogecoin,Dg
46,2021-01-18,129.62568843450163,-76.15471253575313,302.4897765610926,129.62568843450163,129.62568843450163,-22.408865887326055,-22.408865887326055,-22.408865887326055,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.3207788888780225,2.3207788888780225,2.3207788888780225,0.0,0.0,0.0,107.21682254717557,Dogecoin,Dg
47,2021-01-19,132.16800661345616,-85.74665807153413,298.1335892383702,132.16800661345616,132.16800661345616,-23.260223782534737,-23.260223782534737,-23.260223782534737,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.4694209936693372,1.4694209936693372,1.4694209936693372,0.0,0.0,0.0,108.90778283092142,Dogecoin,Dg
48,2021-01-20,134.7103247924107,-89.83824712349629,309.51042890511604,134.7103247924107,134.7103247924107,-23.19831269691032,-23.19831269691032,-23.19831269691032,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320792937535,1.5313320792937535,1.5313320792937535,0.0,0.0,0.0,111.51201209550037,Dogecoin,Dg
49,2021-01-21,137.2526429713652,-86.34370553378568,296.42386650612207,137.2526429713652,137.2526429713652,-28.633662878353316,-28.633662878353316,-28.633662878353316,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.904018102149241,-3.904018102149241,-3.904018102149241,0.0,0.0,0.0,108.61898009301187,Dogecoin,Dg
50,2021-01-22,139.79496115031972,-74.39295291123547,300.3836708595314,139.79496115031972,139.79496115031972,-26.042636245838086,-26.042636245838086,-26.042636245838086,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.3129914696340097,-1.3129914696340097,-1.3129914696340097,0.0,0.0,0.0,113.75232490448164,Dogecoin,Dg
51,2021-01-23,142.33727932927428,-80.99646332636175,312.22055108597215,142.33727932927428,142.33727932927428,-24.52840857123252,-24.52840857123252,-24.52840857123252,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.201236204971553,0.201236204971553,0.201236204971553,0.0,0.0,0.0,117.80887075804176,Dogecoin,Dg
52,2021-01-24,144.87959750822878,-65.98122690144089,309.14078906349226,144.87959750822878,144.87959750822878,-25.035403371234555,-25.035403371234555,-25.035403371234555,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.3057585950304799,-0.3057585950304799,-0.3057585950304799,0.0,0.0,0.0,119.84419413699423,Dogecoin,Dg
53,2021-01-25,147.42191568718331,-58.36739002076,306.31667736429677,147.42191568718331,147.42191568718331,-22.408865887323234,-22.408865887323234,-22.408865887323234,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.32077888888084,2.32077888888084,2.32077888888084,0.0,0.0,0.0,125.01304979986008,Dogecoin,Dg
54,2021-01-26,149.96423386613785,-60.66162603936435,302.3128769818936,149.96423386613785,149.96423386613785,-23.2602237825333,-23.2602237825333,-23.2602237825333,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.4694209936707774,1.4694209936707774,1.4694209936707774,0.0,0.0,0.0,126.70401008360454,Dogecoin,Dg
55,2021-01-27,152.50655204509238,-68.32440450781682,317.5315220210567,152.50655204509238,152.50655204509238,-23.198312696895403,-23.198312696895403,-23.198312696895403,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320793086709,1.5313320793086709,1.5313320793086709,0.0,0.0,0.0,129.30823934819696,Dogecoin,Dg
56,2021-01-28,155.04887022404688,-79.88806244894279,316.265823059418,155.04887022404688,155.04887022404688,-28.633662878352926,-28.633662878352926,-28.633662878352926,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.9040181021488456,-3.9040181021488456,-3.9040181021488456,0.0,0.0,0.0,126.41520734569396,Dogecoin,Dg
57,2021-01-29,157.5911884030014,-63.15577937530428,317.47769568354386,157.5911884030014,157.5911884030014,-26.04263624582969,-26.04263624582969,-26.04263624582969,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.3129914696256126,-1.3129914696256126,-1.3129914696256126,0.0,0.0,0.0,131.5485521571717,Dogecoin,Dg
58,2021-01-30,160.1335065819559,-63.97671775666206,316.93653135779095,160.1335065819559,160.1335065819559,-24.528408571239076,-24.528408571239076,-24.528408571239076,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.20123620496500202,0.20123620496500202,0.20123620496500202,0.0,0.0,0.0,135.60509801071683,Dogecoin,Dg
59,2021-01-31,162.67582476022525,-57.133661784539015,327.64718317776686,162.67582476022525,162.67582476022525,-25.03540337123648,-25.03540337123648,-25.03540337123648,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.30575859503240327,-0.30575859503240327,-0.30575859503240327,0.0,0.0,0.0,137.64042138898878,Dogecoin,Dg
60,2021-02-01,165.2181429384946,-58.39640617035815,319.56603476753793,165.2181429384946,165.2181429384946,-22.40886588732042,-22.40886588732042,-22.40886588732042,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.3207788888836576,2.3207788888836576,2.3207788888836576,0.0,0.0,0.0,142.80927705117418,Dogecoin,Dg
61,2021-02-02,167.76046111676388,-51.97651763248127,345.8488742854963,167.76046111676388,167.76046111676388,-23.26022378253306,-23.26022378253306,-23.26022378253306,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.4694209936710136,1.4694209936710136,1.4694209936710136,0.0,0.0,0.0,144.5002373342308,Dogecoin,Dg
62,2021-02-03,170.3027792950332,-36.656017566139155,319.6385996485068,170.3027792950332,170.3027792950332,-23.19831269690092,-23.19831269690092,-23.19831269690092,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.531332079303157,1.531332079303157,1.531332079303157,0.0,0.0,0.0,147.10446659813226,Dogecoin,Dg
63,2021-02-04,172.8450974733025,-47.72765494826499,337.1586947027948,172.8450974733025,172.8450974733025,-28.633662878358354,-28.633662878358354,-28.633662878358354,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.904018102154278,-3.904018102154278,-3.904018102154278,0.0,0.0,0.0,144.21143459494414,Dogecoin,Dg
64,2021-02-05,175.38741565157184,-47.279848797781554,324.54423783765327,175.38741565157184,175.38741565157184,-26.04263624583812,-26.04263624583812,-26.04263624583812,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.3129914696340443,-1.3129914696340443,-1.3129914696340443,0.0,0.0,0.0,149.34477940573373,Dogecoin,Dg
65,2021-02-06,177.92973382984115,-34.08834960303135,343.8397382971046,177.92973382984115,177.92973382984115,-24.528408571249255,-24.528408571249255,-24.528408571249255,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.20123620495482528,0.20123620495482528,0.20123620495482528,0.0,0.0,0.0,153.4013252585919,Dogecoin,Dg
66,2021-02-07,180.47205200811047,-41.98596170902316,349.7844640747484,180.47205200811047,180.47205200811047,-25.035403371238353,-25.035403371238353,-25.035403371238353,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.30575859503427183,-0.30575859503427183,-0.30575859503427183,0.0,0.0,0.0,155.43664863687212,Dogecoin,Dg
67,2021-02-08,183.01437018637978,-39.9331088013155,345.80038887915407,183.01437018637978,183.01437018637978,-22.4088658873176,-22.4088658873176,-22.4088658873176,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.320778888886475,2.320778888886475,2.320778888886475,0.0,0.0,0.0,160.60550429906218,Dogecoin,Dg
68,2021-02-09,185.55668836464906,-45.36963899534578,362.3283857253502,185.55668836464906,185.55668836464906,-23.26022378253369,-23.26022378253369,-23.26022378253369,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.469420993670386,1.469420993670386,1.469420993670386,0.0,0.0,0.0,162.29646458211536,Dogecoin,Dg
69,2021-02-10,188.0990065429184,-24.69712228577958,365.3450664573792,188.0990065429184,188.0990065429184,-23.19831269690226,-23.19831269690226,-23.19831269690226,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320793018166,1.5313320793018166,1.5313320793018166,0.0,0.0,0.0,164.90069384601614,Dogecoin,Dg
70,2021-02-11,190.64132472118774,-25.171198982828493,366.76989931624587,190.64132472118774,190.64132472118774,-28.633662878352133,-28.633662878352133,-28.633662878352133,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.904018102148057,-3.904018102148057,-3.904018102148057,0.0,0.0,0.0,162.0076618428356,Dogecoin,Dg
71,2021-02-12,193.18364289945703,-25.89122275182256,365.15207251224297,193.18364289945703,193.18364289945703,-26.042636245829723,-26.042636245829723,-26.042636245829723,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.3129914696256482,-1.3129914696256482,-1.3129914696256482,0.0,0.0,0.0,167.1410066536273,Dogecoin,Dg
72,2021-02-13,195.72596107772637,-45.47038791235998,361.0928361447551,195.72596107772637,195.72596107772637,-24.52840857124647,-24.52840857124647,-24.52840857124647,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.2012362049576082,0.2012362049576082,0.2012362049576082,0.0,0.0,0.0,171.1975525064799,Dogecoin,Dg
73,2021-02-14,198.26827924831105,-8.198861360034073,357.0360279112006,198.26827924831105,198.26827924831105,-25.03540337124027,-25.03540337124027,-25.03540337124027,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.3057585950361954,-0.3057585950361954,-0.3057585950361954,0.0,0.0,0.0,173.23287587707077,Dogecoin,Dg
74,2021-02-15,200.81059741889584,-8.464529627043428,371.62161571372707,200.81059741889584,200.81059741889584,-22.408865887320598,-22.408865887320598,-22.408865887320598,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.320778888883481,2.320778888883481,2.320778888883481,0.0,0.0,0.0,178.40173153157525,Dogecoin,Dg
75,2021-02-16,203.35291558948055,-6.049683895104509,376.13678894623393,203.35291558948055,203.35291558948055,-23.260223782534318,-23.260223782534318,-23.260223782534318,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.4694209936697584,1.4694209936697584,1.4694209936697584,0.0,0.0,0.0,180.09269180694622,Dogecoin,Dg
76,2021-02-17,205.89523376006525,-7.427216727299283,371.8535556070965,205.89523376006525,205.89523376006525,-23.1983126969036,-23.1983126969036,-23.1983126969036,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320793004768,1.5313320793004768,1.5313320793004768,0.0,0.0,0.0,182.69692106316165,Dogecoin,Dg
77,2021-02-18,208.43755193065002,-0.5932012982181802,378.36739935892433,208.43755193065002,208.43755193065002,-28.633662878352435,-28.633662878352435,-28.633662878352435,-24.729644776204076,-24.729644776204076,-24.729644776204076,-3.904018102148357,-3.904018102148357,-3.904018102148357,0.0,0.0,0.0,179.8038890522976,Dogecoin,Dg
78,2021-02-19,210.97987010123472,2.549292570423076,385.1861784476889,210.97987010123472,210.97987010123472,-26.04263624582974,-26.04263624582974,-26.04263624582974,-24.729644776204076,-24.729644776204076,-24.729644776204076,-1.312991469625666,-1.312991469625666,-1.312991469625666,0.0,0.0,0.0,184.937233855405,Dogecoin,Dg
79,2021-02-20,213.52218827181946,5.27017448597857,386.47531699903305,213.52218827181946,213.52218827181946,-24.528408571243684,-24.528408571243684,-24.528408571243684,-24.729644776204076,-24.729644776204076,-24.729644776204076,0.20123620496039152,0.20123620496039152,0.20123620496039152,0.0,0.0,0.0,188.99377970057577,Dogecoin,Dg
80,2021-02-21,216.06450644240422,2.855818951469544,387.5326468646795,216.06450644240422,216.06450644240422,-25.035403371233787,-25.035403371233787,-25.035403371233787,-24.729644776204076,-24.729644776204076,-24.729644776204076,-0.30575859502971314,-0.30575859502971314,-0.30575859502971314,0.0,0.0,0.0,191.02910307117043,Dogecoin,Dg
81,2021-02-22,218.60682461298893,-6.434373646114729,399.8903996494404,218.60682461298893,218.60682461298893,-22.408865887311965,-22.408865887311965,-22.408865887311965,-24.729644776204076,-24.729644776204076,-24.729644776204076,2.3207788888921104,2.3207788888921104,2.3207788888921104,0.0,0.0,0.0,196.19795872567695,Dogecoin,Dg
82,2021-02-23,221.14914278357367,12.829981211623627,400.0141400526402,221.14914278357367,221.14914278357367,-23.260223782532012,-23.260223782532012,-23.260223782532012,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.4694209936720626,1.4694209936720626,1.4694209936720626,0.0,0.0,0.0,197.88891900104164,Dogecoin,Dg
83,2021-02-24,223.6914609541584,13.861075143804111,398.26608953768135,223.6914609541584,223.6914609541584,-23.198312696909113,-23.198312696909113,-23.198312696909113,-24.729644776204076,-24.729644776204076,-24.729644776204076,1.5313320792949632,1.5313320792949632,1.5313320792949632,0.0,0.0,0.0,200.4931482572493,Dogecoin,Dg
