,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,name,Ticker
0,2019-03-01,5.820341901582377,3.2995716747042465,10.327043962456896,5.820341901582377,5.820341901582377,0.9054341840518814,0.9054341840518814,0.9054341840518814,1.521860771415394,1.521860771415394,1.521860771415394,0.00018104532437027173,0.00018104532437027173,0.00018104532437027173,-0.6166076326878829,-0.6166076326878829,-0.6166076326878829,0.0,0.0,0.0,6.7257760856342585,FIRO,FIRO
1,2019-03-02,5.819040962161038,3.078642416374283,9.943998368433727,5.819040962161038,5.819040962161038,0.8814588495120643,0.8814588495120643,0.8814588495120643,1.521860771415394,1.521860771415394,1.521860771415394,0.019605482488521175,0.019605482488521175,0.019605482488521175,-0.6600074043918508,-0.6600074043918508,-0.6600074043918508,0.0,0.0,0.0,6.700499811673103,FIRO,FIRO
2,2019-03-03,5.8177400227397,3.3953532087833374,9.965141613555199,5.8177400227397,5.8177400227397,0.8313786793885549,0.8313786793885549,0.8313786793885549,1.521860771415394,1.521860771415394,1.521860771415394,0.011208962960437214,0.011208962960437214,0.011208962960437214,-0.7016910549872764,-0.7016910549872764,-0.7016910549872764,0.0,0.0,0.0,6.649118702128255,FIRO,FIRO
3,2019-03-04,5.81643908331836,3.257578724438222,10.066144932855815,5.81643908331836,5.81643908331836,0.7675871812704963,0.7675871812704963,0.7675871812704963,1.521860771415394,1.521860771415394,1.521860771415394,-0.013609056088829495,-0.013609056088829495,-0.013609056088829495,-0.7406645340560684,-0.7406645340560684,-0.7406645340560684,0.0,0.0,0.0,6.584026264588856,FIRO,FIRO
4,2019-03-05,5.8151381438970215,3.266872987971201,9.902525107240479,5.8151381438970215,5.8151381438970215,0.7301212060978665,0.7301212060978665,0.7301212060978665,1.521860771415394,1.521860771415394,1.521860771415394,-0.015812748275772916,-0.015812748275772916,-0.015812748275772916,-0.7759268170417546,-0.7759268170417546,-0.7759268170417546,0.0,0.0,0.0,6.545259349994888,FIRO,FIRO
5,2019-03-06,5.813837204475683,3.1746408889077506,9.683992711162464,5.813837204475683,5.813837204475683,0.7163373175531639,0.7163373175531639,0.7163373175531639,1.521860771415394,1.521860771415394,1.521860771415394,0.0009669801872022631,0.0009669801872022631,0.0009669801872022631,-0.8064904340494324,-0.8064904340494324,-0.8064904340494324,0.0,0.0,0.0,6.5301745220288465,FIRO,FIRO
6,2019-03-07,5.812536265054344,3.108364217741556,9.900149178979554,5.812536265054344,5.812536265054344,0.6879173573048517,0.6879173573048517,0.6879173573048517,1.521860771415394,1.521860771415394,1.521860771415394,-0.0025406665959893868,-0.0025406665959893868,-0.0025406665959893868,-0.8314027475145529,-0.8314027475145529,-0.8314027475145529,0.0,0.0,0.0,6.500453622359196,FIRO,FIRO
7,2019-03-08,5.811235325633005,2.9309092233099348,10.10071897972857,5.811235325633005,5.811235325633005,0.6722743667174996,0.6722743667174996,0.6722743667174996,1.521860771415394,1.521860771415394,1.521860771415394,0.0001810453243718563,0.0001810453243718563,0.0001810453243718563,-0.8497674500222662,-0.8497674500222662,-0.8497674500222662,0.0,0.0,0.0,6.483509692350505,FIRO,FIRO
8,2019-03-09,5.809934386211666,3.0443024367599256,9.969956541895145,5.809934386211666,5.809934386211666,0.6807005277270852,0.6807005277270852,0.6807005277270852,1.521860771415394,1.521860771415394,1.521860771415394,0.01960548248852553,0.01960548248852553,0.01960548248852553,-0.8607657261768342,-0.8607657261768342,-0.8607657261768342,0.0,0.0,0.0,6.490634913938751,FIRO,FIRO
9,2019-03-10,5.808633446790328,3.1059879150615064,9.869347693720599,5.808633446790328,5.808633446790328,0.6693932243574694,0.6693932243574694,0.6693932243574694,1.521860771415394,1.521860771415394,1.521860771415394,0.011208962960465262,0.011208962960465262,0.011208962960465262,-0.8636765100183899,-0.8636765100183899,-0.8636765100183899,0.0,0.0,0.0,6.478026671147797,FIRO,FIRO
