,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,name,Ticker
0,2019-03-01,151.6406509849315,44.46055541587146,389.0657587698847,151.6406509849315,151.6406509849315,75.55135153024177,75.55135153024177,75.55135153024177,78.66658755721666,78.66658755721666,78.66658755721666,-0.8758770185071575,-0.8758770185071575,-0.8758770185071575,-2.239359008467732,-2.239359008467732,-2.239359008467732,0.0,0.0,0.0,227.19200251517327,BITCOINCASH,BCH
1,2019-03-02,152.520805170574,44.580195511713,397.42440323696957,152.520805170574,152.520805170574,67.40145221580711,67.40145221580711,67.40145221580711,78.66658755721666,78.66658755721666,78.66658755721666,0.12075253745001793,0.12075253745001793,0.12075253745001793,-11.385887878859558,-11.385887878859558,-11.385887878859558,0.0,0.0,0.0,219.9222573863811,BITCOINCASH,BCH
2,2019-03-03,153.40095935621645,25.44702576227823,391.28628754053756,153.40095935621645,153.40095935621645,58.4471209705446,58.4471209705446,58.4471209705446,78.66658755721666,78.66658755721666,78.66658755721666,0.44679927705166295,0.44679927705166295,0.44679927705166295,-20.66626586372372,-20.66626586372372,-20.66626586372372,0.0,0.0,0.0,211.84808032676105,BITCOINCASH,BCH
3,2019-03-04,154.28111354185893,39.80544832363306,390.4826754920016,154.28111354185893,154.28111354185893,48.97275098096292,48.97275098096292,48.97275098096292,78.66658755721666,78.66658755721666,78.66658755721666,0.2514387263848793,0.2514387263848793,0.2514387263848793,-29.945275302638624,-29.945275302638624,-29.945275302638624,0.0,0.0,0.0,203.25386452282186,BITCOINCASH,BCH
4,2019-03-05,155.1612677275014,13.834939197753478,369.730399367741,155.1612677275014,155.1612677275014,40.257115570504176,40.257115570504176,40.257115570504176,78.66658755721666,78.66658755721666,78.66658755721666,0.6789367235428453,0.6789367235428453,0.6789367235428453,-39.08840871025532,-39.08840871025532,-39.08840871025532,0.0,0.0,0.0,195.41838329800558,BITCOINCASH,BCH
5,2019-03-06,156.04142191314386,16.35388829030378,364.2914743710397,156.04142191314386,156.04142191314386,31.564163200191153,31.564163200191153,31.564163200191153,78.66658755721666,78.66658755721666,78.66658755721666,0.8621034409992204,0.8621034409992204,0.8621034409992204,-47.964527798024726,-47.964527798024726,-47.964527798024726,0.0,0.0,0.0,187.60558511333502,BITCOINCASH,BCH
6,2019-03-07,156.92157609878635,-3.4989117870176867,347.05965608099143,156.92157609878635,156.92157609878635,20.734006282679477,20.734006282679477,20.734006282679477,78.66658755721666,78.66658755721666,78.66658755721666,-1.4841536869182768,-1.4841536869182768,-1.4841536869182768,-56.44842758761891,-56.44842758761891,-56.44842758761891,0.0,0.0,0.0,177.65558238146582,BITCOINCASH,BCH
7,2019-03-08,157.80173028442883,8.383055497007263,349.8429240633998,157.80173028442883,157.80173028442883,13.367463384985847,13.367463384985847,13.367463384985847,78.66658755721666,78.66658755721666,78.66658755721666,-0.8758770185077894,-0.8758770185077894,-0.8758770185077894,-64.42324715372301,-64.42324715372301,-64.42324715372301,0.0,0.0,0.0,171.16919366941468,BITCOINCASH,BCH
8,2019-03-09,158.6818844700713,-21.716385764292294,330.9794526061624,158.6818844700713,158.6818844700713,7.0046677473135865,7.0046677473135865,7.0046677473135865,78.66658755721666,78.66658755721666,78.66658755721666,0.12075253744923001,0.12075253744923001,0.12075253744923001,-71.78267234735229,-71.78267234735229,-71.78267234735229,0.0,0.0,0.0,165.6865522173849,BITCOINCASH,BCH
9,2019-03-10,159.56203865571376,-25.60242498500979,336.53412242369916,159.56203865571376,159.56203865571376,0.68050585006252,0.68050585006252,0.68050585006252,78.66658755721666,78.66658755721666,78.66658755721666,0.44679927704948685,0.44679927704948685,0.44679927704948685,-78.43288098420362,-78.43288098420362,-78.43288098420362,0.0,0.0,0.0,160.2425445057763,BITCOINCASH,BCH
